"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","B4GALNT4","11_355508",NA,-2.42084800956002,-1.22917227478569,0.0344767431222002
"2","CD96","3_111254873",NA,1.63814073941515,6.50261179326741,0.0125872637440716
"3","LYPD5","19_44322341",NA,-2.76091266900206,-0.959620675244484,0.0056634059173545
"4","LYPD5","19_44327406",NA,-2.76091266900206,-0.959620675244484,0.0056634059173545
"5","MLLT3","9_20620671",NA,-1.62955296562882,3.90932136162064,0.0357727092996903
"6","SPAG16","2_214147251",NA,-2.03450496480411,1.75227614080734,0.00643247258411224
"7","TBC1D12","10_96154623",NA,-2.17745399254416,0.734977093858392,0.0401458147850924
"8","ZNF135","19_58569648",0.35694048109459,-2.25171690155101,2.65375095862713,0.0342856475691199
"9","ZNF135","19_58569648",0.366122184622877,-2.25171690155101,2.65375095862713,0.0342856475691199
"10","ZNF135","19_58569648",0.327084249346076,-2.25171690155101,2.65375095862713,0.0342856475691199
"11","ZNF135","19_58569648",0.33639187889687,-2.25171690155101,2.65375095862713,0.0342856475691199
"12","ZNF229","19_44947526",NA,-2.73056418903536,0.768392977951611,0.0462121821229285
"13","ZSCAN1","19_58541870",0.332987039505263,-2.51765334951122,-3.23298419000977,0.000929462682751697
"14","ZSCAN1","19_58541870",0.302730673827189,-2.51765334951122,-3.23298419000977,0.000929462682751697
"15","ZSCAN1","19_58541870",0.347350469638603,-2.51765334951122,-3.23298419000977,0.000929462682751697
