"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","ANXA2","15_60686604",0.327991875298554,-1.7682810507623,7.00938399918925,0.0357819070444376
"2","F3","1_95006048",0.491476312650086,-3.45786622664534,0.0985442536390371,0.0324469279394737
"3","MPP6","7_24609465",0.324663560672741,-2.76241338696033,4.07456764198411,0.0276655601393236
"4","OPHN1","X_67644983",0.310756808736189,-2.2701406402822,2.79000666062749,0.0358648584225486
"5","OPHN1","X_67644983",0.388463967050934,-2.2701406402822,2.79000666062749,0.0358648584225486
"6","PGM1","1_64056350",0.305374000464422,-2.7255302544091,4.69852504096391,0.00151883414126643
"7","PGM1","1_64056350",0.467446121180756,-2.7255302544091,4.69852504096391,0.00151883414126643
"8","PGM1","1_64056350",0.381077013457499,-2.7255302544091,4.69852504096391,0.00151883414126643
"9","PTH2R","2_209222656",0.501113484185776,-3.18029498266597,2.90828181631811,0.0301981502227461
"10","PTH2R","2_209222656",0.532779753911744,-3.18029498266597,2.90828181631811,0.0301981502227461
"11","TUBG2","17_40806843",0.388170020729762,-1.73494503217269,2.97940297689117,0.0165858869154228
